id,name,abadi_type,diag,ostan,shahrestan,bakhsh,dehestan
48938,سلطان اباد,0,,11,419,647,1004
48939,سلطان اباد,0,,11,144,525,455
48940,سلطان اباد,0,,11,67,391,649
48941,سلطان اباد,0,,11,330,654,1906
48942,سلطان اباد,0,,11,390,369,117
48943,سلطان اباد,0,,11,216,974,1626
48944,سلطان اباد,0,,9,70,88,193
48945,سلطان اباد,0,,26,27,932,476
48946,سلطان اباد,0,,6,52,198,111
48947,سلطان اباد,0,,23,57,985,1373
48948,سلطان اباد,0,,31,116,712,1696
48949,سلطان اباد,0,,8,422,174,432
48950,سلطان اباد,1,1837,3,20,740,1973
48951,سلطان اباد,1,3268,24,350,105,130
48952,سلطان اباد,0,,10,234,773,2361
48953,سلطان اباد,0,,10,416,775,2492
48954,سلطان اباد,0,,5,226,200,771
48955,سلطان اباداران,0,,5,226,959,1424
48956,سلطان اباداغ زیارت /سلطان ابادصولتی,0,,1,137,809,1865
48957,سلطان ابادپیرغیب,0,,21,207,624,1190
48958,سلطان ابادنمک,1,5593,11,383,17,544
48959,سلطان احمد,1,3927,2,245,606,2216
48960,سلطان احمدلو,0,,28,219,787,1237
48961,سلطان احمدلو,0,,1,400,137,352
48962,سلطان بر,0,,25,210,271,1185
48963,سلطان حسینی سفلی,0,,21,254,90,782
48964,سلطان حسینی علیا,0,,21,254,90,782
48965,سلطان دره,0,,8,184,732,545
48966,سلطان سلیمان,0,,11,216,348,1445
48967,سلطان علی,0,,13,362,843,1062
48968,سلطان قشلاقی,0,,3,98,444,1824
48969,سلطان قلی,0,,11,330,298,493
48970,سلطان محمد,0,,13,362,843,1062
48971,سلطان محمدطاهر,1,4360,27,54,589,1773
48972,سلطان مراد,0,,13,45,847,1845
48973,سلطان مظفر,0,,21,269,627,2282
48974,سلطان میدان,0,,11,419,341,1418
48975,سلطان نصیر,0,,4,405,897,2047
48976,سلطان ولایت,0,,17,379,865,2269
48977,سلطانب,0,,31,116,712,537
48978,سلطانسرا,0,,25,212,482,2239
48979,سلطانعلی,0,,24,359,759,1441
48980,سلطانقلی,0,,22,329,115,1159
48981,سلطانک,0,,16,148,56,2070
48982,سلطانکوه,0,,22,329,814,2390
48983,سلطانمراد,0,,13,45,847,1845
48984,سلطانمرادی,0,,21,254,122,1420
48985,سلطانی,0,,2,26,406,1633
48986,سلطانی,0,,21,254,626,1543
48987,سلطانی,0,,21,286,632,200
48988,سلطانی,0,,9,365,680,2426
48989,سلطانی علیا,0,,10,416,388,1676
48990,سلطانیه,0,,11,357,645,492
48991,سلطانیه,0,,11,419,1019,382
48992,سلطانیه,0,,15,172,47,1872
48993,سلطانیه حاجی اباد,0,,22,248,486,56
48994,سلقیه(اسلام آباد),0,,18,312,508,255
48995,سلک,0,,18,312,279,1223
48996,سلک سفلی,0,,11,67,652,2036
48997,سلک علیا,0,,11,67,652,2036
48998,سلکان,0,,22,208,826,323
48999,سلکتان,0,,2,238,608,354
49000,سلکوییه,0,,21,59,221,1063
49001,سلکه,0,,2,391,610,2330
49002,سلکی سر,0,,25,204,577,2199
49003,سلم,1,5971,9,345,683,2076
49004,سلم اباد,0,,11,228,383,1183
49005,سلم اباد,0,,15,172,47,1872
49006,سلم اباد,0,,10,234,773,2361
49007,سلم اباد,0,,10,168,168,332
49008,سلماب,0,,21,340,634,671
49009,سلمان,0,,11,164,344,300
49010,سلمان,0,,15,351,708,869
49011,سلمان,0,,8,305,20,1081
49012,سلمان  آباد,0,,6,189,250,1059
49013,سلمان آباد,0,,2,138,252,64
49014,سلمان اباد,0,,17,379,865,2269
49015,سلمان اباد,0,,17,154,1002,1589
49016,سلمان اباد,0,,21,286,632,687
49017,سلمان اباد,0,,21,214,534,2156
49018,سلمان اباد,0,,21,303,968,1763
49019,سلمان اباد,0,,8,200,428,808
49020,سلمان اباد,0,,8,200,510,2067
49021,سلمان اباد,0,,8,422,174,432
49022,سلمان اباد/سلمان کندی /,0,,3,100,745,234
49023,سلمان ابادجهانگیرخان,0,,21,286,632,1693
49024,سلمان بندر,0,,13,266,375,1494
49025,سلمان تپه,0,,22,235,816,878
49026,سلمان داود,0,,13,266,375,68
49027,سلمان شیخا,0,,26,106,933,2409
49028,سلمان فارسی,0,,24,332,762,2004
49029,سلمان فارسی,0,,24,198,430,1758
49030,سلمان کندی,0,,1,427,1036,2469
49031,سلمان کندی,0,,14,244,69,2173
49032,سلمان کندی,0,,3,382,445,1550
49033,سلمانک سفلی,0,,9,365,429,1756
49034,سلمانک علیا,0,,9,365,429,1756
49035,سلمانلو,0,,14,221,942,2319
49036,سلمانه,0,,22,235,816,1409
49037,سلمانه,0,,13,48,423,1713
49038,سلمانی,0,,29,403,99,404
49039,سلمانیه,0,,13,258,242,987
49040,سلمانیه,0,,21,134,623,2559
49041,سلمانیه,0,,21,316,183,712
49042,سلمرود,0,,15,260,109,959
49043,سلمک,0,,17,2,854,427
49044,سلمل,0,,27,195,592,1355
49045,سلموییه,0,,21,59,621,357
49046,سلمه ای,0,,29,256,730,441
49047,سلمی در,0,,11,228,277,960
49048,سلمی/ سلمه /,0,,10,168,168,1847
49049,سلمیان,0,,8,384,402,440
49050,سلنجه ضرونی / علی حسین,0,,26,341,931,2026
49051,سلند,0,,11,205,653,1203
49052,سلو,0,,10,280,776,531
49053,سلوبلم,0,,29,80,135,1562
49054,سلوربازار,0,,16,135,126,516
49055,سلورملامیتی,0,,13,45,191,2217
49056,سلوس,0,,2,108,605,2349
49057,سلوش,0,,25,368,499,2296
49058,سلوط,0,,3,412,747,2105
49059,سلوک,0,,1,427,800,1444
49060,سلوک,0,,2,391,234,2348
49061,سلوک قشلاقی,0,,3,353,52,221
49062,سلوکبن سفلی,0,,25,212,272,1566
49063,سلوکبن علیا,0,,25,212,272,1566
49064,سلوکبن وسطی,0,,25,212,272,1566
49065,سلوکلا,0,,27,224,593,137
49066,سلوکلو,0,,28,334,1024,2425
49067,سلوکلو,0,,2,140,619,362
49068,سلوگرد,0,,11,144,525,455
49069,سلولان,1,4023,30,429,918,185
49070,سلولی,1,3729,12,64,521,2114
49071,سلونج,0,,11,114,73,317
49072,سله بن,0,,27,250,594,1163
49073,سله بن,0,,8,305,20,1081
49074,سله چین سفلی,0,,13,347,846,665
49075,سله چین علیا,0,,13,347,846,665
49076,سله کو,0,,29,80,437,1775
49077,سله مر,0,,25,281,475,2233
49078,سله مرز,0,,25,264,19,762
49079,سله یوردی,0,,25,281,575,2051
49080,سلی,0,,25,9,555,744
49081,سلی جرد,0,,28,227,784,2489
49082,سلیاکتی,1,1914,27,413,596,2435
49083,سلیج,0,,27,54,96,1770
49084,سلیجان,0,,4,187,905,2565
49085,سلیران سفلی,0,,13,381,420,1155
49086,سلیران علیا,0,,13,381,420,1155
49087,سلیکان,0,,18,312,278,177
49088,سلیلک,0,,30,202,439,1010
49089,سلیله,0,,13,62,850,2331
49090,سلیم,0,,2,391,234,2348
49091,سلیم آباد,1,7021,28,292,237,954
49092,سلیم آباد,0,,25,369,587,2250
49093,سلیم اباد,0,,27,119,591,2152
49094,سلیم اباد,0,,11,318,643,1863
49095,سلیم اباد,0,,10,97,771,294
49096,سلیم ابادعلیا,0,,31,147,718,1724
49097,سلیم بهرام,0,,27,224,487,1981
49098,سلیم بیگ,0,,2,26,364,1042
49099,سلیم چاف,0,,25,10,513,1131
49100,سلیم ساغول,0,,2,391,610,2330
49101,سلیم سرایی,0,,30,325,523,2133
49102,سلیم شیخ,0,,27,224,487,1981
49103,سلیم کندی,0,,2,26,604,2438
49104,سلیم گله بچه,0,,16,215,660,398
49105,سلیمان,0,,13,45,847,1845
49106,سلیمان آباد,0,,4,21,885,343
49107,سلیمان آباد,0,,30,91,548,2365
49108,سلیمان آباد,0,,15,172,47,1874
49109,سلیمان آباد,0,,18,86,251,1065
49110,سلیمان آباد,0,,18,312,278,176
49111,سلیمان آغل,0,,2,138,252,64
49112,سلیمان اباد,1,4428,27,119,591,2152
49113,سلیمان اباد,0,,2,261,614,1627
49114,سلیمان اباد,0,,22,337,819,1751
49115,سلیمان اباد,0,,22,171,825,888
49116,سلیمان اباد,0,,17,299,861,667
49117,سلیمان اباد,0,,21,218,625,2270
49118,سلیمان اباد,0,,21,269,259,1118
49119,سلیمان اباد,0,,21,68,630,2022
49120,سلیمان اباد,0,,11,127,1061,2388
49121,سلیمان اباد,0,,12,288,769,1716
49122,سلیمان بلاغی,0,,14,221,440,1801
49123,سلیمان تپه,0,,24,350,756,210
49124,سلیمان جیک,0,,11,306,410,1641
49125,سلیمان چپر,0,,25,212,272,155
49126,سلیمان قشلاق,0,,1,400,460,1886
49127,سلیمان کلا,0,,27,54,589,1773
49128,سلیمان کندی,0,,2,268,442,1811
49129,سلیمان کندی,0,,20,242,669,1364
49130,سلیمان محله,0,,27,119,225,375
49131,سلیمان محله,0,,27,224,283,1229
49132,سلیمانداراب بالا,1,7149,25,204,577,2199
49133,سلیمانلو,0,,1,400,460,1781
49134,سلیمانلو,0,,3,353,744,86
49135,سلیمانی,0,,21,254,90,782
49136,سلیمانی,0,,21,269,627,895
49137,سلیمانی,0,,21,344,629,2008
49138,سلیمانی,0,,11,383,274,10
49139,سلیمانی,0,,11,419,1019,1683
49140,سلیمانی,1,5651,11,306,410,1641
49141,سلیمانی,0,,6,3,689,2251
49142,سلیمانیه,0,,28,219,787,828
49143,سلیمانیه,0,,22,329,814,1092
49144,سلیمانیه,0,,21,254,626,2448
49145,سلیمانیه,0,,11,228,642,1829
49146,سلیمانیه,0,,11,158,385,2061
49147,سلیمی,0,,13,50,830,526
49148,سلین,0,,20,240,54,1523
49149,سلیندر پرکنی سرابله,0,,6,142,379,1300
49150,سم,0,,11,63,971,319
49151,سم پو,0,,21,286,632,200
49152,سم سیلو,0,,21,344,629,1116
49153,سم سیلو,0,,21,344,629,2008
49154,سمای,0,,27,414,468,521
49155,سمای,0,,27,139,571,454
49156,سمای,0,,10,97,771,174
49157,سماء جان,0,,17,85,869,1510
49158,سماچ کرگ,0,,16,135,253,2476
49159,سماچ ملا محمود,0,,16,135,253,2476
49160,سماچ میرو,0,,16,135,253,2476
49161,سماخون,0,,11,113,1034,1884
49162,سماران,0,,16,420,663,2582
49163,سمافات,0,,10,416,775,2492
49164,سماق,0,,22,329,115,500
49165,سماق,0,,18,312,409,2055
49166,سماقان,0,,2,261,614,2277
49167,سماقان,0,,20,61,1039,2478
49168,سماقچه,0,,11,113,1034,1884
49169,سماقزار,0,,11,419,300,1267
49170,سماقستان سفلی,0,,22,276,822,913
49171,سماقستان علیا,0,,22,276,822,913
49172,سماقلو,0,,20,242,338,1154
49173,سماقها,0,,26,153,117,1352
49174,سماک,0,,17,203,353,509
49175,سماگوش محله,0,,27,54,96,1770
49176,سمان,0,,20,249,670,2455
49177,سماوک,0,,28,227,784,1530
49178,سماوک,0,,30,429,381,713
49179,سمبا,0,,10,280,248,2033
49180,سمباتو,0,,31,60,711,1348
49181,سمبل,0,,10,97,771,294
49182,سمبها,0,,11,323,504,342
49183,سمته,0,,21,254,90,379
49184,سمچول,0,,27,94,1069,1682
49185,سمدان,0,,7,129,704,2010
49186,سمرجان,0,,11,419,647,1252
49187,سمرغاوه,0,,11,113,640,2387
49188,سمرقند,0,,16,148,659,503
49189,سمرون,0,,23,185,694,588
49190,سمسار,0,,12,274,768,873
49191,سمسان,0,,4,300,128,2108
49192,سمسرای سفلی,0,,11,113,1034,298
49193,سمسرای علیا,0,,11,113,1034,298
49194,سمسکنده علیا,1,4453,27,224,593,2401
49195,سمسلو,0,,29,80,135,1562
49196,سمسورجاه,0,,16,301,913,2303
49197,سمسوردر,0,,16,420,95,1038
49198,سمسیلو,0,,21,344,185,846
49199,سمسیلوییه,0,,21,134,34,2157
49200,سمسیلی,0,,21,286,154,2289
49201,سمسیلی,0,,29,403,350,401
49202,سمعلی,0,,11,357,645,492
49203,سمعه,0,,11,228,642,1830
49204,سمغان,1,6522,17,321,194,1447
49205,سمقاور,1,3260,28,334,788,2518
49206,سمک,0,,16,301,913,1759
49207,سمک,0,,21,134,34,146
49208,سمک,0,,10,416,388,1676
49209,سمکلو,0,,1,400,799,1976
49210,سمکلوی سفلی,0,,3,98,742,211
49211,سمکلوی علیا,0,,3,98,742,211
